Level,Find Number,Quantity,Reference Designator,Item,Revision,Description,UOM,Note,MPN,Manufacturer,Alternate,Substitute
1,7,4,,2358535-2176,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2177,Each,,A0996 BN2706,BOSSARD,,
1,7,4,,2358535-2177,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2178,Each,,A0996 BN2707,BOSSARD,,
1,7,4,,2358535-2178,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2179,Each,,A0996 BN2708,BOSSARD,,
1,7,4,,2358535-2179,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2180,Each,,A0996 BN2709,BOSSARD,,
1,7,4,,2358535-2180,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2181,Each,,A0996 BN2710,BOSSARD,,
1,7,4,,2358535-2181,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2182,Each,,A0996 BN2711,BOSSARD,,
1,7,4,,2358535-2182,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2183,Each,,A0996 BN2712,BOSSARD,,
1,7,4,,2358535-2183,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2184,Each,,A0996 BN2713,BOSSARD,,
1,7,4,,2358535-2184,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2185,Each,,A0996 BN2714,BOSSARD,,
1,7,4,,2358535-2185,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2186,Each,,A0996 BN2715,BOSSARD,,
1,7,4,,2358535-2186,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2187,Each,,A0996 BN2716,BOSSARD,,
1,7,4,,2358535-2187,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2188,Each,,A0996 BN2717,BOSSARD,,
1,7,4,,2358535-2188,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2189,Each,,A0996 BN2718,BOSSARD,,
1,7,4,,2358535-2189,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2190,Each,,A0996 BN2719,BOSSARD,,
1,7,4,,2358535-2190,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2191,Each,,A0996 BN2720,BOSSARD,,
1,7,4,,2358535-2191,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2192,Each,,A0996 BN2721,BOSSARD,,
1,7,4,,2358535-2192,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2193,Each,,A0996 BN2722,BOSSARD,,
1,7,4,,2358535-2193,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2194,Each,,A0996 BN2723,BOSSARD,,
1,7,4,,2358535-2194,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2195,Each,,A0996 BN2724,BOSSARD,,
1,7,4,,2358535-2195,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2196,Each,,A0996 BN2725,BOSSARD,,
1,7,4,,2358535-2196,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2197,Each,,A0996 BN2726,BOSSARD,,
1,7,4,,2358535-2197,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2198,Each,,A0996 BN2727,BOSSARD,,
1,7,4,,2358535-2198,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2199,Each,,A0996 BN2728,BOSSARD,,
1,7,4,,2358535-2199,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2200,Each,,A0996 BN2729,BOSSARD,,
1,7,4,,2358535-2200,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2201,Each,,A0996 BN2730,BOSSARD,,
1,7,4,,2358535-2201,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2202,Each,,A0996 BN2731,BOSSARD,,
1,7,4,,2358535-2202,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2203,Each,,A0996 BN2732,BOSSARD,,
1,7,4,,2358535-2203,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2204,Each,,A0996 BN2733,BOSSARD,,
1,7,4,,2358535-2204,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2205,Each,,A0996 BN2734,BOSSARD,,
1,7,4,,2358535-2205,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2206,Each,,A0996 BN2735,BOSSARD,,
1,7,4,,2358535-2206,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2207,Each,,A0996 BN2736,BOSSARD,,
1,7,4,,2358535-2207,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2208,Each,,A0996 BN2737,BOSSARD,,
1,7,4,,2358535-2208,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2209,Each,,A0996 BN2738,BOSSARD,,
1,7,4,,2358535-2209,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2210,Each,,A0996 BN2739,BOSSARD,,
1,7,4,,2358535-2210,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2211,Each,,A0996 BN2740,BOSSARD,,
1,7,4,,2358535-2211,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2212,Each,,A0996 BN2741,BOSSARD,,
1,7,4,,2358535-2212,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2213,Each,,A0996 BN2742,BOSSARD,,
1,7,4,,2358535-2213,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2214,Each,,A0996 BN2743,BOSSARD,,
1,7,4,,2358535-2214,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2215,Each,,A0996 BN2744,BOSSARD,,
1,7,4,,2358535-2215,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2216,Each,,A0996 BN2745,BOSSARD,,
1,7,4,,2358535-2216,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2217,Each,,A0996 BN2746,BOSSARD,,
1,7,4,,2358535-2217,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2218,Each,,A0996 BN2747,BOSSARD,,
1,7,4,,2358535-2218,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2219,Each,,A0996 BN2748,BOSSARD,,
1,7,4,,2358535-2219,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2220,Each,,A0996 BN2749,BOSSARD,,
1,7,4,,2358535-2220,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2221,Each,,A0996 BN2750,BOSSARD,,
1,7,4,,2358535-2221,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2222,Each,,A0996 BN2751,BOSSARD,,
1,7,4,,2358535-2222,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2223,Each,,A0996 BN2752,BOSSARD,,
1,7,4,,2358535-2223,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2224,Each,,A0996 BN2753,BOSSARD,,
1,7,4,,2358535-2224,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2225,Each,,A0996 BN2754,BOSSARD,,
1,7,4,,2358535-2225,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2226,Each,,A0996 BN2755,BOSSARD,,
1,7,4,,2358535-2226,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2227,Each,,A0996 BN2756,BOSSARD,,
1,7,4,,2358535-2227,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2228,Each,,A0996 BN2757,BOSSARD,,
1,7,4,,2358535-2228,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2229,Each,,A0996 BN2758,BOSSARD,,
1,7,4,,2358535-2229,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2230,Each,,A0996 BN2759,BOSSARD,,
1,7,4,,2358535-2230,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2231,Each,,A0996 BN2760,BOSSARD,,
1,7,4,,2358535-2231,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2232,Each,,A0996 BN2761,BOSSARD,,
1,7,4,,2358535-2232,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2233,Each,,A0996 BN2762,BOSSARD,,
1,7,4,,2358535-2233,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2234,Each,,A0996 BN2763,BOSSARD,,
1,7,4,,2358535-2234,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2235,Each,,A0996 BN2764,BOSSARD,,
1,7,4,,2358535-2235,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2236,Each,,A0996 BN2765,BOSSARD,,
1,7,4,,2358535-2236,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2237,Each,,A0996 BN2766,BOSSARD,,
1,7,4,,2358535-2237,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2238,Each,,A0996 BN2767,BOSSARD,,
1,7,4,,2358535-2238,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2239,Each,,A0996 BN2768,BOSSARD,,
1,7,4,,2358535-2239,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2240,Each,,A0996 BN2769,BOSSARD,,
1,7,4,,2358535-2240,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2241,Each,,A0996 BN2770,BOSSARD,,
1,7,4,,2358535-2241,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2242,Each,,A0996 BN2771,BOSSARD,,
1,7,4,,2358535-2242,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2243,Each,,A0996 BN2772,BOSSARD,,
1,7,4,,2358535-2243,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2244,Each,,A0996 BN2773,BOSSARD,,
1,7,4,,2358535-2244,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2245,Each,,A0996 BN2774,BOSSARD,,
1,7,4,,2358535-2245,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2246,Each,,A0996 BN2775,BOSSARD,,
1,7,4,,2358535-2246,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2247,Each,,A0996 BN2776,BOSSARD,,
1,7,4,,2358535-2247,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2248,Each,,A0996 BN2777,BOSSARD,,
1,7,4,,2358535-2248,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2249,Each,,A0996 BN2778,BOSSARD,,
1,7,4,,2358535-2249,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2250,Each,,A0996 BN2779,BOSSARD,,
1,7,4,,2358535-2250,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2251,Each,,A0996 BN2780,BOSSARD,,
1,7,4,,2358535-2251,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2252,Each,,A0996 BN2781,BOSSARD,,
1,7,4,,2358535-2252,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2253,Each,,A0996 BN2782,BOSSARD,,
1,7,4,,2358535-2253,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2254,Each,,A0996 BN2783,BOSSARD,,
1,7,4,,2358535-2254,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2255,Each,,A0996 BN2784,BOSSARD,,
1,7,4,,2358535-2255,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2256,Each,,A0996 BN2785,BOSSARD,,
1,7,4,,2358535-2256,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2257,Each,,A0996 BN2786,BOSSARD,,
1,7,4,,2358535-2257,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2258,Each,,A0996 BN2787,BOSSARD,,
1,7,4,,2358535-2258,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2259,Each,,A0996 BN2788,BOSSARD,,
1,7,4,,2358535-2259,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2260,Each,,A0996 BN2789,BOSSARD,,
1,7,4,,2358535-2260,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2261,Each,,A0996 BN2790,BOSSARD,,
1,7,4,,2358535-2261,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2262,Each,,A0996 BN2791,BOSSARD,,
1,7,4,,2358535-2262,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2263,Each,,A0996 BN2792,BOSSARD,,
1,7,4,,2358535-2263,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2264,Each,,A0996 BN2793,BOSSARD,,
1,7,4,,2358535-2264,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2265,Each,,A0996 BN2794,BOSSARD,,
1,7,4,,2358535-2265,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2266,Each,,A0996 BN2795,BOSSARD,,
1,7,4,,2358535-2266,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2267,Each,,A0996 BN2796,BOSSARD,,
1,7,4,,2358535-2267,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2268,Each,,A0996 BN2797,BOSSARD,,
1,7,4,,2358535-2268,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2269,Each,,A0996 BN2798,BOSSARD,,
1,7,4,,2358535-2269,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2270,Each,,A0996 BN2799,BOSSARD,,
1,7,4,,2358535-2270,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2271,Each,,A0996 BN2800,BOSSARD,,
1,7,4,,2358535-2271,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2272,Each,,A0996 BN2801,BOSSARD,,
1,7,4,,2358535-2272,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2273,Each,,A0996 BN2802,BOSSARD,,
1,7,4,,2358535-2273,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2274,Each,,A0996 BN2803,BOSSARD,,
1,7,4,,2358535-2274,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2275,Each,,A0996 BN2804,BOSSARD,,
1,7,4,,2358535-2275,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2276,Each,,A0996 BN2805,BOSSARD,,
1,7,4,,2358535-2276,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2277,Each,,A0996 BN2806,BOSSARD,,
1,7,4,,2358535-2277,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2278,Each,,A0996 BN2807,BOSSARD,,
1,7,4,,2358535-2278,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2279,Each,,A0996 BN2808,BOSSARD,,
1,7,4,,2358535-2279,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2280,Each,,A0996 BN2809,BOSSARD,,
1,7,4,,2358535-2280,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2281,Each,,A0996 BN2810,BOSSARD,,
1,7,4,,2358535-2281,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2282,Each,,A0996 BN2811,BOSSARD,,
1,7,4,,2358535-2282,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2283,Each,,A0996 BN2812,BOSSARD,,
1,7,4,,2358535-2283,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2284,Each,,A0996 BN2813,BOSSARD,,
1,7,4,,2358535-2284,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2285,Each,,A0996 BN2814,BOSSARD,,
1,7,4,,2358535-2285,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2286,Each,,A0996 BN2815,BOSSARD,,
1,7,4,,2358535-2286,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2287,Each,,A0996 BN2816,BOSSARD,,
1,7,4,,2358535-2287,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2288,Each,,A0996 BN2817,BOSSARD,,
1,7,4,,2358535-2288,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2289,Each,,A0996 BN2818,BOSSARD,,
1,7,4,,2358535-2289,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2290,Each,,A0996 BN2819,BOSSARD,,
1,7,4,,2358535-2290,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2291,Each,,A0996 BN2820,BOSSARD,,
1,7,4,,2358535-2291,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2292,Each,,A0996 BN2821,BOSSARD,,
1,7,4,,2358535-2292,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2293,Each,,A0996 BN2822,BOSSARD,,
1,7,4,,2358535-2293,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2294,Each,,A0996 BN2823,BOSSARD,,
1,7,4,,2358535-2294,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2295,Each,,A0996 BN2824,BOSSARD,,
1,7,4,,2358535-2295,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2296,Each,,A0996 BN2825,BOSSARD,,
1,7,4,,2358535-2296,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2297,Each,,A0996 BN2826,BOSSARD,,
1,7,4,,2358535-2297,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2298,Each,,A0996 BN2827,BOSSARD,,
1,7,4,,2358535-2298,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2299,Each,,A0996 BN2828,BOSSARD,,
1,7,4,,2358535-2299,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2300,Each,,A0996 BN2829,BOSSARD,,
1,7,4,,2358535-2300,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2301,Each,,A0996 BN2830,BOSSARD,,
1,7,4,,2358535-2301,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2302,Each,,A0996 BN2831,BOSSARD,,
1,7,4,,2358535-2302,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2303,Each,,A0996 BN2832,BOSSARD,,
1,7,4,,2358535-2303,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2304,Each,,A0996 BN2833,BOSSARD,,
1,7,4,,2358535-2304,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2305,Each,,A0996 BN2834,BOSSARD,,
1,7,4,,2358535-2305,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2306,Each,,A0996 BN2835,BOSSARD,,
1,7,4,,2358535-2306,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2307,Each,,A0996 BN2836,BOSSARD,,
1,7,4,,2358535-2307,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2308,Each,,A0996 BN2837,BOSSARD,,
1,7,4,,2358535-2308,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2309,Each,,A0996 BN2838,BOSSARD,,
1,7,4,,2358535-2309,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2310,Each,,A0996 BN2839,BOSSARD,,
1,7,4,,2358535-2310,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2311,Each,,A0996 BN2840,BOSSARD,,
1,7,4,,2358535-2311,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2312,Each,,A0996 BN2841,BOSSARD,,
1,7,4,,2358535-2312,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2313,Each,,A0996 BN2842,BOSSARD,,
1,7,4,,2358535-2313,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2314,Each,,A0996 BN2843,BOSSARD,,
1,7,4,,2358535-2314,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2315,Each,,A0996 BN2844,BOSSARD,,
1,7,4,,2358535-2315,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2316,Each,,A0996 BN2845,BOSSARD,,
1,7,4,,2358535-2316,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2317,Each,,A0996 BN2846,BOSSARD,,
1,7,4,,2358535-2317,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2318,Each,,A0996 BN2847,BOSSARD,,
1,7,4,,2358535-2318,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2319,Each,,A0996 BN2848,BOSSARD,,
1,7,4,,2358535-2319,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2320,Each,,A0996 BN2849,BOSSARD,,
1,7,4,,2358535-2320,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2321,Each,,A0996 BN2850,BOSSARD,,
1,7,4,,2358535-2321,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2322,Each,,A0996 BN2851,BOSSARD,,
1,7,4,,2358535-2322,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2323,Each,,A0996 BN2852,BOSSARD,,
1,7,4,,2358535-2323,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2324,Each,,A0996 BN2853,BOSSARD,,
1,7,4,,2358535-2324,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2325,Each,,A0996 BN2854,BOSSARD,,
1,7,4,,2358535-2325,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2326,Each,,A0996 BN2855,BOSSARD,,
1,7,4,,2358535-2326,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2327,Each,,A0996 BN2856,BOSSARD,,
1,7,4,,2358535-2327,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2328,Each,,A0996 BN2857,BOSSARD,,
1,7,4,,2358535-2328,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2329,Each,,A0996 BN2858,BOSSARD,,
1,7,4,,2358535-2329,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2330,Each,,A0996 BN2859,BOSSARD,,
1,7,4,,2358535-2330,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2331,Each,,A0996 BN2860,BOSSARD,,
1,7,4,,2358535-2331,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2332,Each,,A0996 BN2861,BOSSARD,,
1,7,4,,2358535-2332,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2333,Each,,A0996 BN2862,BOSSARD,,
1,7,4,,2358535-2333,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2334,Each,,A0996 BN2863,BOSSARD,,
1,7,4,,2358535-2334,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2335,Each,,A0996 BN2864,BOSSARD,,
1,7,4,,2358535-2335,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2336,Each,,A0996 BN2865,BOSSARD,,
1,7,4,,2358535-2336,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2337,Each,,A0996 BN2866,BOSSARD,,
1,7,4,,2358535-2337,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2338,Each,,A0996 BN2867,BOSSARD,,
1,7,4,,2358535-2338,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2339,Each,,A0996 BN2868,BOSSARD,,
1,7,4,,2358535-2339,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2340,Each,,A0996 BN2869,BOSSARD,,
1,7,4,,2358535-2340,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2341,Each,,A0996 BN2870,BOSSARD,,
1,7,4,,2358535-2341,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2342,Each,,A0996 BN2871,BOSSARD,,
1,7,4,,2358535-2342,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2343,Each,,A0996 BN2872,BOSSARD,,
1,7,4,,2358535-2343,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2344,Each,,A0996 BN2873,BOSSARD,,
1,7,4,,2358535-2344,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2345,Each,,A0996 BN2874,BOSSARD,,
1,7,4,,2358535-2345,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2346,Each,,A0996 BN2875,BOSSARD,,
1,7,4,,2358535-2346,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2347,Each,,A0996 BN2876,BOSSARD,,
1,7,4,,2358535-2347,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2348,Each,,A0996 BN2877,BOSSARD,,
1,7,4,,2358535-2348,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2349,Each,,A0996 BN2878,BOSSARD,,
1,7,4,,2358535-2349,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2350,Each,,A0996 BN2879,BOSSARD,,
1,7,4,,2358535-2350,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2351,Each,,A0996 BN2880,BOSSARD,,
1,7,4,,2358535-2351,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2352,Each,,A0996 BN2881,BOSSARD,,
1,7,4,,2358535-2352,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2353,Each,,A0996 BN2882,BOSSARD,,
1,7,4,,2358535-2353,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2354,Each,,A0996 BN2883,BOSSARD,,
1,7,4,,2358535-2354,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2355,Each,,A0996 BN2884,BOSSARD,,
1,7,4,,2358535-2355,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2356,Each,,A0996 BN2885,BOSSARD,,
1,7,4,,2358535-2356,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2357,Each,,A0996 BN2886,BOSSARD,,
1,7,4,,2358535-2357,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2358,Each,,A0996 BN2887,BOSSARD,,
1,7,4,,2358535-2358,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2359,Each,,A0996 BN2888,BOSSARD,,
1,7,4,,2358535-2359,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2360,Each,,A0996 BN2889,BOSSARD,,
1,7,4,,2358535-2360,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2361,Each,,A0996 BN2890,BOSSARD,,
1,7,4,,2358535-2361,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2362,Each,,A0996 BN2891,BOSSARD,,
1,7,4,,2358535-2362,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2363,Each,,A0996 BN2892,BOSSARD,,
1,7,4,,2358535-2363,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2364,Each,,A0996 BN2893,BOSSARD,,
1,7,4,,2358535-2364,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2365,Each,,A0996 BN2894,BOSSARD,,
1,7,4,,2358535-2365,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2366,Each,,A0996 BN2895,BOSSARD,,
1,7,4,,2358535-2366,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2367,Each,,A0996 BN2896,BOSSARD,,
1,7,4,,2358535-2367,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2368,Each,,A0996 BN2897,BOSSARD,,
1,7,4,,2358535-2368,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2369,Each,,A0996 BN2898,BOSSARD,,
1,7,4,,2358535-2369,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2370,Each,,A0996 BN2899,BOSSARD,,
1,7,4,,2358535-2370,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2371,Each,,A0996 BN2900,BOSSARD,,
1,7,4,,2358535-2371,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2372,Each,,A0996 BN2901,BOSSARD,,
1,7,4,,2358535-2372,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2373,Each,,A0996 BN2902,BOSSARD,,
1,7,4,,2358535-2373,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2374,Each,,A0996 BN2903,BOSSARD,,
1,7,4,,2358535-2374,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2375,Each,,A0996 BN2904,BOSSARD,,
1,7,4,,2358535-2375,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2376,Each,,A0996 BN2905,BOSSARD,,
1,7,4,,2358535-2376,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2377,Each,,A0996 BN2906,BOSSARD,,
1,7,4,,2358535-2377,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2378,Each,,A0996 BN2907,BOSSARD,,
1,7,4,,2358535-2378,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2379,Each,,A0996 BN2908,BOSSARD,,
1,7,4,,2358535-2379,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2380,Each,,A0996 BN2909,BOSSARD,,
1,7,4,,2358535-2380,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2381,Each,,A0996 BN2910,BOSSARD,,
1,7,4,,2358535-2381,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2382,Each,,A0996 BN2911,BOSSARD,,
1,7,4,,2358535-2382,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2383,Each,,A0996 BN2912,BOSSARD,,
1,7,4,,2358535-2383,'1',SLOTTED FLAT HEAD SCREW BRASS M4X2384,Each,,A0996 BN2913,BOSSARD,,
